11,73,79,90,106,142,274,332,393,398,402,523,648,707
11,73,79,90,106,274,332,393,398,402,438,523,648,707
11,73,79,90,106,223,274,332,393,398,402,438,648,707
11,73,79,90,106,223,332,393,398,402,438,523,648,707
11,73,79,82,90,106,274,332,393,398,402,523,648,707
11,73,79,90,106,223,274,332,393,398,402,523,648,707
11,73,79,90,106,274,332,353,393,398,402,523,648,707
11,73,79,90,106,223,274,332,398,402,438,523,648,707
73,79,90,106,223,274,332,393,398,402,438,523,648,707
73,79,90,106,223,274,332,358,393,402,438,523,648,707
73,79,90,106,274,332,358,393,398,402,438,523,648,707
73,79,82,90,106,274,332,393,398,402,438,523,648,707
73,79,90,106,223,274,332,358,393,398,402,438,648,707
11,73,82,106,128,244,263,332,398,402,438,704,707,718
11,73,82,106,128,244,263,332,398,402,421,438,707,718
11,73,106,128,244,263,332,398,402,421,438,523,707,718
11,73,82,106,128,244,263,332,398,402,438,523,707,718
11,73,82,106,128,244,263,332,398,402,421,438,523,718
11,73,82,106,128,244,263,332,398,402,421,523,707,718
90,106,227,274,308,332,349,353,358,398,425,446,464,648
79,90,106,274,318,332,349,398,425,438,464,510,648,707
27,90,106,274,332,349,353,358,398,425,446,464,587,648
90,106,223,274,332,349,353,358,398,425,438,464,510,648
90,106,223,274,318,332,349,353,398,425,438,464,510,648
90,106,274,318,332,349,353,398,425,438,464,510,648,718
90,106,223,274,318,332,349,398,425,438,464,510,648,718
90,106,227,274,318,332,349,398,425,438,464,510,648,707
90,106,274,318,332,349,358,398,425,438,446,464,468,648
90,106,223,274,318,332,349,398,425,438,464,648,707,718
90,106,223,274,318,332,349,353,398,425,438,464,648,718
90,106,274,318,332,349,353,358,398,425,438,464,648,718
27,90,106,227,274,332,349,353,358,398,425,446,464,648
79,90,106,151,274,332,349,398,438,446,464,608,648,707
79,90,106,223,274,332,349,398,438,464,608,644,648,707
79,90,106,151,274,332,398,438,446,464,510,608,648,707
79,90,106,274,332,358,398,438,446,464,608,644,648,707
79,90,106,151,274,332,358,398,438,446,464,608,648,707
79,90,106,151,274,332,398,438,446,464,608,644,648,707
79,90,106,274,332,353,398,438,464,510,608,644,648,707
79,90,106,151,274,332,358,398,438,464,608,644,648,707
90,106,151,274,332,353,358,398,438,464,608,644,648,707
79,90,106,151,274,332,358,398,438,464,510,608,648,707
79,90,106,151,274,332,353,358,398,438,464,608,648,707
79,90,106,151,274,332,358,398,438,464,468,608,648,707
90,106,274,308,332,353,358,398,438,446,464,468,608,648
90,106,151,274,332,353,358,398,438,446,464,608,644,648
90,106,151,274,332,353,358,398,438,446,464,468,608,644
90,106,274,332,353,358,398,438,446,464,468,608,644,648
90,106,274,332,353,358,398,438,446,464,468,510,608,648
90,106,151,274,332,353,358,398,438,446,464,510,608,648
90,106,151,274,332,353,358,398,438,446,464,468,608,648
90,106,151,274,332,358,398,438,446,464,468,510,608,648
90,106,151,274,332,353,358,398,438,464,510,608,644,648
79,90,106,274,332,349,358,382,398,438,464,558,648,707
79,90,106,223,274,332,358,382,398,438,464,558,648,707
79,90,106,274,332,358,393,398,402,464,558,648,695,707
90,106,223,274,293,332,349,353,358,398,438,464,510,648
79,90,106,151,274,318,332,349,398,438,446,464,648,707
90,106,151,223,274,332,349,358,398,438,446,464,644,648
90,106,151,274,332,349,353,358,398,438,446,464,644,648
79,90,106,151,274,332,349,358,398,438,446,464,648,707
90,106,151,223,274,332,349,353,358,398,438,446,464,648
90,106,223,274,332,349,353,358,398,438,446,464,510,648
90,106,151,274,332,349,353,358,398,438,446,464,510,648
90,106,151,274,332,349,353,358,398,438,446,464,468,644
90,106,151,274,332,349,353,358,398,438,446,464,510,644
90,106,151,223,274,332,349,353,358,398,438,446,464,644
90,106,151,223,274,332,349,353,358,398,438,446,464,510
90,106,151,223,274,332,349,353,358,398,446,464,644,648
90,106,223,274,318,332,349,353,358,398,438,464,510,707
90,106,223,274,318,332,349,353,358,398,438,464,510,648
90,106,223,274,318,332,349,353,358,398,464,510,648,707
90,106,223,274,318,332,349,353,358,398,464,510,648,718
90,106,223,274,318,332,349,353,398,438,464,510,648,718
90,106,223,274,318,332,349,353,398,464,510,648,707,718
90,106,223,274,318,332,349,353,398,438,464,510,648,707
79,90,106,223,274,318,332,349,353,398,464,510,648,707
90,106,223,274,318,332,349,398,438,464,510,648,707,718
79,90,106,223,274,318,332,349,398,438,464,510,648,707
82,90,106,223,274,318,332,349,398,402,438,464,648,718
90,106,223,274,318,332,349,353,358,398,438,464,648,718
90,106,223,274,318,332,349,353,398,438,464,648,707,718
79,90,106,223,274,318,332,349,398,438,464,648,707,718
90,106,223,274,318,332,349,353,358,398,438,464,648,707
79,90,106,223,274,318,332,349,353,398,438,464,648,707
79,90,106,223,274,318,332,349,358,398,438,464,648,707
90,106,274,318,332,349,353,358,398,438,464,510,648,707
90,106,274,318,332,349,353,398,438,464,510,648,707,718
79,90,106,274,318,332,349,353,398,438,464,510,648,707
79,90,106,274,318,332,349,382,398,438,464,510,648,707
90,106,274,318,332,349,353,358,398,438,464,510,648,718
90,106,274,318,332,349,353,358,398,438,464,648,707,718
82,90,106,227,274,318,332,349,398,402,438,464,648,707
82,90,106,227,274,318,332,349,393,398,402,464,648,707
82,90,106,274,318,332,349,393,398,402,438,464,648,707
79,82,90,106,274,318,332,349,393,398,402,464,648,707
90,106,227,274,318,332,349,393,398,402,438,464,648,707
79,90,106,227,274,318,332,349,393,398,402,464,648,707
79,90,106,274,318,332,349,393,398,402,438,464,648,707
79,90,106,151,274,318,332,349,358,398,438,464,648,707
90,106,274,318,332,349,353,358,398,438,464,644,648,718
90,106,274,318,332,349,353,398,402,438,464,644,648,718
90,106,274,318,332,349,353,358,398,438,464,468,648,718
90,106,227,274,318,332,349,353,398,402,438,464,648,718
79,90,106,227,274,318,332,349,393,398,402,438,464,648
90,106,274,318,332,349,353,393,398,402,438,464,648,718
90,106,274,318,332,349,353,358,398,402,438,464,648,718
90,106,274,308,318,332,349,353,358,398,438,464,648,718
90,106,227,274,318,332,349,353,358,398,402,464,648,718
82,90,106,227,274,308,332,349,353,358,398,454,464,648
27,90,106,227,274,308,332,349,353,358,398,454,464,648
27,90,106,227,274,332,349,353,358,398,454,464,587,648
90,106,223,274,332,349,353,358,398,438,464,510,644,648
90,106,151,223,274,332,349,353,358,398,438,464,510,644
90,106,151,223,274,332,349,353,358,398,438,464,644,648
90,106,151,274,332,349,353,358,398,438,464,510,644,648
27,90,106,223,274,332,349,353,358,398,464,510,648,707
90,106,223,274,332,349,353,358,398,438,464,510,648,707
79,90,106,223,274,332,349,353,358,398,464,510,648,707
79,90,106,274,332,349,353,358,382,398,464,510,648,707
79,90,106,274,332,349,353,358,398,438,464,510,648,707
79,90,106,223,274,332,349,353,382,398,464,510,648,707
79,90,106,223,274,332,349,353,398,438,464,510,648,707
79,90,106,274,332,349,353,382,398,438,464,510,648,707
79,90,106,151,223,274,332,349,358,398,438,464,648,707
79,90,106,223,274,332,349,358,382,398,438,464,648,707
79,90,106,223,274,332,349,353,358,398,438,464,648,707
27,82,90,106,227,274,308,332,349,353,358,398,464,648
27,82,90,106,227,274,308,332,349,353,398,464,587,648
90,106,223,274,332,349,353,358,398,438,464,468,510,648
90,106,151,223,274,332,349,353,358,398,438,464,510,648
27,90,106,223,274,332,349,353,358,398,438,464,510,648
79,90,106,223,274,332,349,353,358,398,438,464,510,648
27,90,106,227,274,308,332,349,353,358,398,464,587,648
27,90,106,151,274,332,353,358,398,438,446,464,644,648
90,106,151,274,332,353,358,398,438,446,464,587,644,648
90,106,151,274,332,353,358,398,438,446,464,468,510,644,648
90,106,151,274,332,353,358,398,438,446,464,468,644,648
90,106,151,223,274,332,353,358,398,438,446,464,644,648
90,106,151,274,332,353,358,398,438,446,464,644,648,707
90,106,151,274,332,353,358,398,438,446,464,510,644,648
79,90,106,151,274,332,353,358,398,438,446,464,644,648
79,90,106,151,274,332,358,398,438,446,464,644,648,707
90,106,151,223,274,332,353,358,398,438,446,464,510,648
79,90,106,151,274,332,358,398,438,446,464,510,648,707
79,90,106,151,274,332,358,398,438,446,464,468,648,707
79,90,106,151,274,332,353,358,398,438,446,464,648,707
90,106,151,274,332,353,358,398,438,446,464,468,648,707
90,106,151,274,332,358,398,438,446,464,468,510,648,707
90,106,274,332,353,358,398,438,446,464,468,510,648,707
90,106,151,274,332,353,358,398,438,446,464,510,648,707
90,106,151,274,332,353,358,398,438,446,464,468,510,648
79,90,106,151,274,332,353,358,398,438,446,464,510,648
