0,2,3,5,7,8,11,12,13,16,17,21,23,25,29,45,49,50,54,64,66,83,95,126
0,1,2,3,5,7,8,10,12,13,14,16,17,21,23,25,29,45,49,50,54,66,83,95,126
0,1,2,3,5,7,8,10,12,13,14,16,17,21,25,29,45,49,54,66,83,92,95,126
0,1,2,3,5,7,8,10,12,13,14,16,17,21,25,29,45,49,54,61,66,83,95,126
0,1,2,3,7,8,10,11,12,13,14,16,17,21,23,25,29,45,49,50,64,66,83,126
0,1,2,3,5,7,8,10,11,12,13,14,16,17,21,25,29,45,49,54,66,83,95,126
0,1,2,3,5,7,8,10,11,12,13,14,16,21,25,29,45,49,50,54,64,66,83,126
0,1,2,3,5,7,8,10,12,13,14,16,17,21,25,26,29,45,49,54,66,83,95,126
0,1,2,3,5,7,8,10,12,13,14,16,17,21,25,29,38,45,49,52,54,66,83,95,126
0,1,2,3,5,7,8,10,12,13,14,16,21,25,29,38,49,52,54,66,83,95,126,134
0,1,2,3,5,7,8,10,12,13,14,16,21,25,29,38,49,50,52,54,66,83,95,126
0,1,2,3,7,8,10,12,13,14,16,17,21,23,25,29,38,45,49,50,52,66,83,126
0,1,2,3,5,7,8,10,12,13,14,16,21,25,29,38,49,52,54,66,83,92,95,126
0,1,3,7,8,14,16,17,21,25,26,27,32,35,45,49,50,53,61,83,99,202,223,243
0,1,3,7,8,10,12,14,16,17,21,25,26,27,35,45,50,53,61,83,99,202,223,243
0,1,3,5,7,8,10,12,14,16,17,21,25,26,27,35,45,50,53,61,83,202,223,243
0,1,3,7,8,10,12,14,16,17,21,25,26,27,35,45,49,50,53,61,83,202,223,243
0,1,3,7,8,10,12,14,16,17,21,25,26,27,35,45,50,53,61,83,112,202,223,243
0,1,3,7,8,10,11,12,14,16,17,21,25,26,27,35,45,50,53,61,83,202,223,243
0,1,4,7,9,10,12,15,18,20,21,22,30,36,52,57,58,74,77,79,101,138,179,204
0,1,4,5,7,9,10,12,15,18,20,21,22,26,34,36,45,52,77,91,97,106,178,210
1,5,7,10,12,15,18,20,21,22,30,32,36,52,57,58,74,77,79,91,101,138,179,204
0,1,4,5,7,9,10,12,15,18,20,21,22,30,32,34,51,52,57,77,79,91,101,210
0,1,4,5,7,9,10,12,15,18,20,21,22,32,34,45,51,52,77,79,91,101,106,210
0,1,4,5,7,9,10,12,15,18,20,21,22,32,34,36,45,51,52,79,91,101,106,210
0,1,4,5,7,9,10,12,15,18,20,21,22,26,32,34,45,51,52,79,91,101,106,210
0,1,4,5,7,9,10,12,15,18,20,21,22,26,32,34,36,45,52,77,79,97,106,178
0,1,4,5,9,10,12,15,18,20,21,22,32,36,51,52,74,77,79,91,97,101,142,179
0,1,4,5,7,9,10,12,15,18,20,21,22,26,32,34,45,52,74,79,91,106,142,210
0,1,4,5,7,9,10,12,15,18,20,21,22,32,34,45,51,52,74,79,91,101,106,210
0,1,4,5,7,9,10,12,15,18,20,21,22,32,34,36,51,52,74,79,91,101,179,210
0,1,5,7,10,12,15,18,20,21,22,30,32,36,52,57,58,74,77,79,101,138,179,204
0,1,4,5,7,8,9,10,12,15,20,21,22,26,36,38,52,54,57,74,77,91,97,178
0,1,4,5,7,8,10,12,15,20,21,22,26,34,38,45,52,54,57,74,77,91,92,106
0,1,4,5,7,8,9,10,12,14,15,20,21,22,26,36,52,54,57,77,91,97,135,178,182
0,1,4,5,7,8,10,12,14,15,20,21,22,36,38,52,54,57,74,77,91,92,135,182
0,1,4,5,7,8,9,10,12,14,15,20,21,22,36,38,52,54,57,74,77,91,97,135,182
0,1,4,5,7,8,10,12,14,15,20,21,22,26,36,38,52,54,57,74,77,91,135,182
0,1,4,5,7,8,10,12,14,15,20,21,22,34,36,45,52,54,57,77,91,106,135,182
0,1,4,5,7,8,10,12,14,15,20,21,22,34,36,38,52,54,57,74,77,91,135,182
0,1,4,5,7,8,10,12,14,15,20,21,22,34,36,52,54,57,74,77,91,123,135,182
0,1,4,5,7,8,9,10,12,14,15,20,21,22,34,36,52,54,57,77,91,97,135,182
0,1,4,5,7,8,9,10,12,14,15,20,21,22,29,34,36,52,54,57,74,77,91,135,182
0,1,4,5,8,9,10,12,14,15,20,21,22,29,36,52,54,57,74,77,91,97,135,182
0,1,4,9,10,12,14,15,20,21,22,36,51,52,57,74,77,79,91,101,135,179,182,254
0,1,4,5,7,8,10,12,14,15,20,21,22,36,51,52,54,57,74,77,91,101,135,182
0,1,4,5,8,10,12,14,15,20,21,22,36,51,52,54,57,74,77,91,101,135,167,182
0,1,4,5,8,10,12,14,15,20,21,22,36,51,52,54,57,74,77,91,101,135,179,182,254
0,1,4,5,8,9,10,12,14,15,20,21,22,36,51,52,54,57,77,79,91,101,135,182
0,1,4,5,7,8,9,10,12,14,15,20,21,22,36,51,52,54,57,77,91,101,135,182
0,1,4,5,8,9,10,12,14,15,20,21,22,36,51,52,54,57,74,77,91,101,135,182
0,1,4,5,8,9,10,12,14,15,20,21,22,36,51,52,54,57,77,91,97,101,135,182
0,1,4,5,7,8,10,12,14,15,20,21,22,34,36,51,52,54,57,77,91,101,135,182
0,1,2,4,5,8,9,10,12,15,18,20,21,22,36,38,47,54,57,91,92,97,142,210
